Hawkishness Date,Hawkishness
2022-02-24,-0.112540192926045
2022-04-22,0.2332155477031802
2022-08-19,0.202020202020202
2022-10-14,0.16
2022-12-21,0.0905797101449275
2022-06-22,0.3259259259259259
2024-08-22,-0.0310344827586206
2024-04-19,0.0732758620689655
2024-06-21,0.0434782608695652
2024-02-22,0.1428571428571428
2023-06-22,0.0122448979591836
2023-02-22,0.0669144981412639
2023-12-22,-0.0219298245614035
2023-10-20,0.1090225563909774
2023-08-24,0.108695652173913
2017-10-18,-0.0647773279352226
2017-08-16,-0.2627118644067797
2017-02-22,0.062111801242236
2017-06-21,-0.2244094488188976
2017-04-20,0.0814479638009049
2017-12-20,-0.0040485829959514
2019-02-21,-0.3482758620689655
2019-04-18,-0.2766666666666666
2019-08-21,-0.4518518518518518
2021-12-22,-0.0070175438596491
2021-04-22,-0.1685823754789272
2021-06-18,-0.2439024390243902
2021-08-20,-0.022875816993464
2021-02-22,-0.2117647058823529
2021-10-22,-0.1305732484076433
2020-08-20,-0.1809815950920245
2020-06-05,-0.5346534653465347
2020-12-18,-0.0782312925170068
2020-10-23,-0.2636986301369863
2018-04-19,0.1836734693877551
2018-02-21,0.2787610619469026
2018-06-20,0.3080357142857143
2018-10-19,0.2051282051282051
2018-12-19,-0.120754716981132
2016-10-18,-0.4065934065934066
2016-12-21,0.0202702702702702
